,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__n_estimators,param_randomoversampler,param_standardscaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,5.289167213439941,0.48777634960693345,0.4488015651702881,0.07294185223937122,599,,StandardScaler(),"{'randomforestclassifier__n_estimators': 599, 'randomoversampler': None, 'standardscaler': StandardScaler()}",0.8520408163265306,0.8316326530612245,0.8163265306122449,0.8214285714285714,0.8214285714285714,0.8316326530612245,0.7959183673469388,0.8102564102564103,0.7743589743589744,0.8205128205128205,0.817553636839351,0.020032995300218175,8,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
1,5.474470829963684,1.1490408824954987,0.5815448045730591,0.20746221672783005,599,,MinMaxScaler(),"{'randomforestclassifier__n_estimators': 599, 'randomoversampler': None, 'standardscaler': MinMaxScaler()}",0.8520408163265306,0.8367346938775511,0.8163265306122449,0.826530612244898,0.8214285714285714,0.826530612244898,0.7908163265306123,0.8153846153846154,0.764102564102564,0.8256410256410256,0.8175536368393512,0.02318832256044017,7,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
2,5.794283223152161,0.9658614730327216,0.6389239311218262,0.2401211209865048,599,"RandomOverSampler(random_state=42, sampling_strategy='minority')",StandardScaler(),"{'randomforestclassifier__n_estimators': 599, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': StandardScaler()}",0.8520408163265306,0.8520408163265306,0.8367346938775511,0.8214285714285714,0.8163265306122449,0.826530612244898,0.7755102040816326,0.8102564102564103,0.7794871794871795,0.8,0.817035583464155,0.025336046149216453,12,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
3,5.419089221954346,0.6988056874973974,0.5756426572799682,0.1593909712619126,599,"RandomOverSampler(random_state=42, sampling_strategy='minority')",MinMaxScaler(),"{'randomforestclassifier__n_estimators': 599, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': MinMaxScaler()}",0.8520408163265306,0.8469387755102041,0.8367346938775511,0.8163265306122449,0.8214285714285714,0.826530612244898,0.7755102040816326,0.8102564102564103,0.7743589743589744,0.8051282051282052,0.8165253793825222,0.02519596933611874,17,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
4,6.152920436859131,0.7250676740074005,0.561373496055603,0.16152976519037154,664,,StandardScaler(),"{'randomforestclassifier__n_estimators': 664, 'randomoversampler': None, 'standardscaler': StandardScaler()}",0.8520408163265306,0.8316326530612245,0.8214285714285714,0.8163265306122449,0.8163265306122449,0.8316326530612245,0.7959183673469388,0.8102564102564103,0.7743589743589744,0.8153846153846154,0.816530612244898,0.019962920055584848,15,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
5,6.327069997787476,0.8881423134950548,0.7603478193283081,0.3654282715734317,664,,MinMaxScaler(),"{'randomforestclassifier__n_estimators': 664, 'randomoversampler': None, 'standardscaler': MinMaxScaler()}",0.8469387755102041,0.8367346938775511,0.8163265306122449,0.8214285714285714,0.8163265306122449,0.826530612244898,0.7959183673469388,0.8153846153846154,0.7692307692307693,0.8205128205128205,0.8165332286760858,0.02033776197743832,13,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
6,6.157832503318787,0.5790484688335742,0.594925832748413,0.13429312451402522,664,"RandomOverSampler(random_state=42, sampling_strategy='minority')",StandardScaler(),"{'randomforestclassifier__n_estimators': 664, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': StandardScaler()}",0.8520408163265306,0.8469387755102041,0.8316326530612245,0.8214285714285714,0.8163265306122449,0.8214285714285714,0.7755102040816326,0.8153846153846154,0.7794871794871795,0.8,0.8160177917320774,0.024059423682035907,19,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
7,6.442603135108948,0.8237584112392867,0.833896255493164,0.3176129985701932,664,"RandomOverSampler(random_state=42, sampling_strategy='minority')",MinMaxScaler(),"{'randomforestclassifier__n_estimators': 664, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': MinMaxScaler()}",0.8520408163265306,0.8418367346938775,0.8316326530612245,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.7806122448979592,0.8051282051282052,0.7794871794871795,0.8102564102564103,0.81652799581371,0.022434664094142364,16,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
8,7.17113311290741,0.9982447799104739,0.7746442794799805,0.3607616273100246,734,,StandardScaler(),"{'randomforestclassifier__n_estimators': 734, 'randomoversampler': None, 'standardscaler': StandardScaler()}",0.8520408163265306,0.8316326530612245,0.8163265306122449,0.8163265306122449,0.8163265306122449,0.8316326530612245,0.7857142857142857,0.8102564102564103,0.7794871794871795,0.8153846153846154,0.8155128205128206,0.020172814940180604,20,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
9,7.148259711265564,1.0236677790515636,0.9259676218032837,0.22575158162153486,734,,MinMaxScaler(),"{'randomforestclassifier__n_estimators': 734, 'randomoversampler': None, 'standardscaler': MinMaxScaler()}",0.8520408163265306,0.8367346938775511,0.8214285714285714,0.8214285714285714,0.8163265306122449,0.826530612244898,0.7857142857142857,0.8153846153846154,0.7743589743589744,0.8205128205128205,0.8170460491889063,0.02135370864291246,10,0.9761499148211243,0.9789892106757524,0.9772856331629756,0.9784213515048268,0.9778534923339012,0.9784213515048268,0.9789892106757524,0.9790011350737798,0.9761634506242906,0.9772985244040863,0.9778573274781316,0.0010454878248222985
