,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kneighborsclassifier__n_neighbors,param_randomoversampler,param_standardscaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.04343316555023193,0.019509893934619174,0.041816186904907224,0.016900144813563032,2,,StandardScaler(),"{'kneighborsclassifier__n_neighbors': 2, 'randomoversampler': None, 'standardscaler': StandardScaler()}",0.711340206185567,0.7835051546391752,0.7010309278350515,0.8125,0.7291666666666666,0.78125,0.71875,0.6875,0.7708333333333334,0.7395833333333334,0.7435459621993127,0.039167316137997565,9,0.851039260969977,0.8568129330254042,0.859122401847575,0.8500576701268743,0.8477508650519031,0.8627450980392157,0.8638985005767013,0.8558246828143022,0.8627450980392157,0.8650519031141869,0.8575048413605355,0.00592519969466295
1,0.03578097820281982,0.012191555651333846,0.024575328826904295,0.007335708248121386,2,,MinMaxScaler(),"{'kneighborsclassifier__n_neighbors': 2, 'randomoversampler': None, 'standardscaler': MinMaxScaler()}",0.6597938144329897,0.7731958762886598,0.6804123711340206,0.7604166666666666,0.75,0.7708333333333334,0.6770833333333334,0.7083333333333334,0.78125,0.6979166666666666,0.7259235395189003,0.04359541880952709,17,0.8464203233256351,0.8533487297921478,0.851039260969977,0.8535178777393311,0.8477508650519031,0.8592848904267589,0.8569780853517878,0.8477508650519031,0.8512110726643599,0.8558246828143022,0.8523126653188106,0.004054788564487172
2,0.16038665771484376,0.04515497840346626,0.0377697229385376,0.012712963477603425,2,"RandomOverSampler(random_state=42, sampling_strategy='minority')",StandardScaler(),"{'kneighborsclassifier__n_neighbors': 2, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': StandardScaler()}",0.711340206185567,0.7731958762886598,0.7010309278350515,0.8020833333333334,0.71875,0.7708333333333334,0.71875,0.7083333333333334,0.7708333333333334,0.75,0.7425150343642611,0.033377112720193586,10,0.8614318706697459,0.8672055427251733,0.8706697459584296,0.8604382929642446,0.8650519031141869,0.8742791234140715,0.8742791234140715,0.8708189158016147,0.8765859284890427,0.8765859284890427,0.8697346375039624,0.005664957622233497
3,0.24474096298217773,0.12042878520834033,0.05737590789794922,0.026994500182896532,2,"RandomOverSampler(random_state=42, sampling_strategy='minority')",MinMaxScaler(),"{'kneighborsclassifier__n_neighbors': 2, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': MinMaxScaler()}",0.6597938144329897,0.7731958762886598,0.6804123711340206,0.7604166666666666,0.7604166666666666,0.7708333333333334,0.6770833333333334,0.6979166666666666,0.7916666666666666,0.6979166666666666,0.726965206185567,0.04619628307513643,16,0.8521939953810623,0.859122401847575,0.8579676674364896,0.8604382929642446,0.8558246828143022,0.8673587081891581,0.8627450980392157,0.8558246828143022,0.8604382929642446,0.8627450980392157,0.8594658920489809,0.004092114497343352
4,0.04302847385406494,0.017698565721403887,0.0349217414855957,0.01730224106403178,3,,StandardScaler(),"{'kneighborsclassifier__n_neighbors': 3, 'randomoversampler': None, 'standardscaler': StandardScaler()}",0.7525773195876289,0.8041237113402062,0.7525773195876289,0.8125,0.7708333333333334,0.78125,0.71875,0.6979166666666666,0.78125,0.7395833333333334,0.7611361683848796,0.03434190538121161,2,0.8568129330254042,0.8475750577367206,0.848729792147806,0.845444059976932,0.8523644752018454,0.8535178777393311,0.8592848904267589,0.8535178777393311,0.8523644752018454,0.8581314878892734,0.8527742927085249,0.004312332519798041
5,0.03986713886260986,0.020469234269269446,0.028810739517211914,0.011024558879503415,3,,MinMaxScaler(),"{'kneighborsclassifier__n_neighbors': 3, 'randomoversampler': None, 'standardscaler': MinMaxScaler()}",0.7216494845360825,0.8144329896907216,0.7319587628865979,0.78125,0.75,0.7708333333333334,0.7083333333333334,0.7083333333333334,0.8020833333333334,0.6979166666666666,0.7486791237113402,0.03946081690064114,6,0.8498845265588915,0.8406466512702079,0.8452655889145496,0.8362168396770473,0.8408304498269896,0.8500576701268743,0.8523644752018454,0.8385236447520185,0.8419838523644751,0.8465974625144176,0.8442371161207316,0.005147792250702037
6,0.2087571382522583,0.09136719144382165,0.0335679292678833,0.012412620107325299,3,"RandomOverSampler(random_state=42, sampling_strategy='minority')",StandardScaler(),"{'kneighborsclassifier__n_neighbors': 3, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': StandardScaler()}",0.7628865979381443,0.7938144329896907,0.7525773195876289,0.8125,0.7708333333333334,0.78125,0.7083333333333334,0.6979166666666666,0.8020833333333334,0.7395833333333334,0.7621778350515462,0.03632660238862574,1,0.8602771362586605,0.8533487297921478,0.8533487297921478,0.8465974625144176,0.8581314878892734,0.8592848904267589,0.8662053056516724,0.8592848904267589,0.8592848904267589,0.8627450980392157,0.8578508621217813,0.0052255385770925205
7,0.178503155708313,0.07108792596760112,0.03912177085876465,0.012510566312280372,3,"RandomOverSampler(random_state=42, sampling_strategy='minority')",MinMaxScaler(),"{'kneighborsclassifier__n_neighbors': 3, 'randomoversampler': RandomOverSampler(random_state=42, sampling_strategy='minority'), 'standardscaler': MinMaxScaler()}",0.7216494845360825,0.8041237113402062,0.7319587628865979,0.7916666666666666,0.7604166666666666,0.75,0.7083333333333334,0.7083333333333334,0.8020833333333334,0.6979166666666666,0.7476481958762886,0.03839985907073974,8,0.8556581986143187,0.8441108545034642,0.8498845265588915,0.8408304498269896,0.8465974625144176,0.8558246828143022,0.8581314878892734,0.845444059976932,0.845444059976932,0.8512110726643599,0.849313685533988,0.005483485367667149
8,0.05106632709503174,0.027864733965300748,0.04269073009490967,0.020534490499102363,5,,StandardScaler(),"{'kneighborsclassifier__n_neighbors': 5, 'randomoversampler': None, 'standardscaler': StandardScaler()}",0.7525773195876289,0.7938144329896907,0.7319587628865979,0.78125,0.7708333333333334,0.75,0.6979166666666666,0.6979166666666666,0.7708333333333334,0.75,0.7497100515463917,0.03085604953289899,5,0.8279445727482679,0.825635103926097,0.8233256351039261,0.8200692041522492,0.817762399077278,0.8339100346020761,0.831603229527105,0.8269896193771626,0.8246828143021915,0.8431372549019608,0.8275059867718314,0.006941065087464852
9,0.035390925407409665,0.024238724444298244,0.033759021759033205,0.022464806425180082,5,,MinMaxScaler(),"{'kneighborsclassifier__n_neighbors': 5, 'randomoversampler': None, 'standardscaler': MinMaxScaler()}",0.7319587628865979,0.7938144329896907,0.7216494845360825,0.7395833333333334,0.7291666666666666,0.78125,0.71875,0.7083333333333334,0.7916666666666666,0.7604166666666666,0.7476589347079038,0.030117313166566215,7,0.825635103926097,0.8175519630484989,0.8221709006928406,0.8223760092272203,0.8212226066897347,0.825836216839677,0.8269896193771626,0.8166089965397924,0.8223760092272203,0.8419838523644751,0.8242751277932718,0.00670957075083734
